Card   1: 20 72 30 38 18 65  6 55 70 27 | 12 28 47 50 60 17 14 25 41 95 66 88 61 52 76  5 23 77 31 32 99 89 53 54 96
Card   2: 15 98 12  3 20 60 58 54 34 18 | 98 23 12 19 61 38 11 43 58 97 63 10 49 67 44 52 88  4 22  1 42 65 20 13 25
Card   3: 47 97  2 80 89 56 66 85 62 46 | 78 97 47 14 15 85 42 66 24 28 54 46 89 62 80 56 22  5 57 52 69  2  3 95 19
Card   4: 60 59 88 14 53 46 96 29 99 37 | 52 46 92 26 72 74 99 38  7 65 43 63 39 36 44  9 56 42 79 50 89 48 85 28 27
Card   5: 44 46 42  9 65 98 97 67 72 22 | 80 14 29 39 98 64  9 46 52 24 69 22 51 65 66 20 72 21 55 12 97 42 44 41 67
Card   6: 53 92  3 77 46 68 11 23 81 88 | 42  3 92  4 23 43 62 81 51  1 29 88 35 68 84 95 59 77 11 36 53 76 49 46 34
Card   7: 66 24 96 25 11 60 15 18 67 87 | 25 66 96 11 87 31 57 56 15 18 27  1 98 40 22 60 86 80 10 97 67 24 64 59 81
Card   8: 76 38 87 23 60 16  7 18 70 14 | 50 80 91 16 89 76 63 32 26  1 38 77 35 28 68 12 97  7 43 34 37 39 98  8 70
Card   9: 72 71 34 45 75 24 66 65 23  7 | 71 58 74 65 51 83 34 66 78 45 46 24 75 80  7 72 91 94 53 28 76 96 23 48 17
Card  10:  3 86 65 97 67 20 16 96 21 26 | 26 58 82 64 16 59  4 15 72 35 67 86 93 37  3 21 65 96 85  1 68 13 62 20 76
Card  11: 11  1 45 82 22 87 28 35 42 85 | 65 98 77 11 82 28  6  8 42 45 49 17 87  9 85  1 59  4 93 37 89 57 16 22 68
Card  12: 86 57 23 63  1 99  4 49 81 73 | 73 23  4 81 18 52 88 14 76 65 42 99 48 77 17  6 58 86 95 63 57 49 85  1 37
Card  13: 26 40 52  6 63 87 20  8 31 76 | 75 80  9 94 12 55 50 27 71 90 40  7 24 25 85 57 56 48 36 63 52  1 73 86 68
Card  14:  7 22 70 62 63 37 99  6 44 36 | 56 64 70 31 66 77  2 39 18 71 87 33 60 19 30 90 74 40 63 24 57 38 75 53 49
Card  15: 16 49 27  2  3 42 32 80 96 39 | 53 41 42 34 75 93 54 52 23 82 27 19 46  1 77 70 45 91 13 63 50 72 97  5 68
Card  16: 14 47 22 49 42 86 48 39 23 66 | 95 71  3 24 65 42 92 30 37 34 10 79 51 55 96 66 13 58 22 56 94 64 32 52 54
Card  17: 26 70 20 56 93 69  1 98 47 96 | 44 35  4 24 62 10  1 30  3 37 47 94 15 43 40 46 82 16 85 41 57 70 56 36 75
Card  18: 34  7 25  1  6 28 63 94 16 12 | 69 45 99  1 52 65 36 94 59  6 71 89 30 51 68 15 49  5  3 25 28 60 20 98 54
Card  19: 58 78 61 28 82 69 48 56 52  2 | 73 79 74  7  5 20  4 80 22 11 36 14 93 97 63 96 70 99 45 91 15 32  1 72 59
Card  20: 70 83 13 28 97 90 23 78 57 37 | 95 44 96 50 49 87 71 35 75 41 16 18 31 42 70 56 84 23 60 63 43 38 90  1 66
Card  21: 95 36 59 50 86 23 85 33 55 10 | 68 26 10 41 82 11 87 88 55  2 21 52 67 54 37 92 31 32 71 99 25 45 46 48 76
Card  22: 40  2 67  3 52 86 53 55 66 56 | 60 51  9 77 74 69 19  6 75 64 73 59 15  7 36 99 57 16 27 95 83 41 24 38 71
Card  23: 59 43 29 35 58 36 70  4 38 80 | 29 87 65 94 96 40 99 77 89 66 45 62 84 91 85 16  7 27 74 28 92 72 49 13  8
Card  24: 95 43 44 15 89 58  7 98  8 48 | 75 21 45 97 62 54 76 96 51 61 28 35 74 83 36 10  5  9 78 50 46 52 67 93 23
Card  25: 31 23 93 37 75 74 36 66 38 51 | 49 38 74 13 66 75 93 14 23 65 31 17 98 21 87 32 37  1 20 54 90 34 22 25  3
Card  26: 98 19 41 93 21 55  5 58 49 38 | 69 38 20  5 34 57 28 81 58 42 53 25 19 21 76  4 92  8 97 49 95 55 98 93 41
Card  27: 85 76 44 66 11 45 73 96 48  3 |  3 32 98 83 66 84 41 92 45 21 76 85 52 61 73  6 38 11 44 30 48 69 96 91 27
Card  28: 62 94 36 44 76 97 37 69 63 42 | 68 90 81 96  4 57 26 56  7 72 47 10 44 98 24 23 32  6 80 60 37  9 61 36 35
Card  29: 48 17 96 76 61 78 86 98 65 68 | 42 98 44 80 48 40 55 76 17 27 34 63 86 68 53 13 96 56 78 65 33 61  7  3 45
Card  30: 23  1 20  9 86 68 32 79 71  4 | 11  2 43 97 61  7 91 99 34 51 72 95 49 10 83 21  4 23 90 78 54 12 82 46 58
Card  31: 81  2 32 17 56 80 65 74 86 39 | 17 50 29 67 51 47 73 14 87 81 91 72 53 41 80 39 86 37 24 61 63 88 58  2 49
Card  32: 91 67 96 32 81 42 74 36 51  8 | 69  2 40 36 16 83  8 37 35 12 96 68 50 79 11 51  9 74  5 71  6 14 94 82 61
Card  33: 16 81 96  7  9 67 92 29 53 37 |  6 91  2 39 15  9 34 17 88 23 38 43 65  5 53 69 54  8 63 86 62  3 40 96  7
Card  34: 12  1 14  5 52 72 31 49 95 96 |  2 95 26  6 61 30 36 77  7 39 96 88 94 64 83 18  5 16 93 54 15 38  1 47 14
Card  35: 96 28  7 47 71 61 23  8 77 83 | 66 35 42 43 57 78 19 24 95 25 87 46 76 29  9 58 85 99 59 92 86 28 36 32 55
Card  36: 81 49 71 63 98 28 88 56  3 96 | 22 75 79 50 36 44 63 58 25 78 91 70 86 90 55 71 26 43 23 76 99 54 48 57 14
Card  37: 20 54 55 16 35 30 62 87 75 12 | 83 67 76 63 72 12 74 24 33 91 36 46 11 35 48 95  6 43 17 50 10 26 38 42 23
Card  38: 78 46 51 33 11 83 36 76 39  3 | 71 96 36 79 54 70 35 65  9 19 50 44  2 53 95 86 85 90 32 91  6 84 31 77 26
Card  39: 14 95 72 15 65 66 68 38 33 82 | 52 90 32 96 64 48 39 28 51 69 30 20 57  1 75 63 37 94 31 62 40 41 70 36 10
Card  40: 98 73 69 31 42 89 75 51 63 14 | 75 59 43 89 39 36 63 73 12 42 37 31 53 85 19 27 69 38 98 64 32 51 14 82 50
Card  41: 43 89 45 96 30 91 73 64 90 34 | 89 91 30 68 78 45 43 60 70  1 64 38 17 72 83 80  5 20 34 82 57 98 87  2 96
Card  42: 62 79 67 48 77 64 37 47 96 24 | 30 99 15 98 88 76 53 93 36 55 17  4 13 66 27  5 22 45 38 63 21 80 47 85 56
Card  43: 50 11 19  8 88 25 66 48 79 55 | 48 44 88 79 11 13  2 25 76 20 67 50 28 15 19 78 60  5 72 66  8 59 18 61 24
Card  44: 70 53 10 52 54 77 12 14 57 50 | 99 70 59 77 79 55  6 46 85 92  1 62 78 83 35 81 71 97 69 16 41 20 84 67 15
Card  45: 37 52  2 34 44 13 23 76 12 51 | 73 94 53 39 92 64  2 13 16 37 72 52 61  9 96 57 23  7 43 78  6 66 76 51 45
Card  46: 35 54 63 88  2 77 33 23 62  4 | 94 23  5 69 63 92 46 49 57 35 88 78  2 77 97 34 54 33 85  8  4 66 55 91 39
Card  47: 76 28 61 31 66 37 83 22 39 98 | 48 75 50 91 81 72  4 61 98 66 29 45 99 16 64 28 60 74 59 49 79 97 10 32 31
Card  48: 46 58 24 97 65 95 35 94  2 25 | 59 57 87 98 65 66 71 95 20 70 97 55 85 46  6 25 78 15 80 24 37 53 72 17 54
Card  49: 68 79 50 89 86 37  5 95 60 81 | 74 81 71 60 45 95 44 76 78 17 46 62 50 70  5 93 85 64 21 49 14 39  1 80 16
Card  50: 94 95 54 64 23 55 62 73  9 53 | 18  9  5 47 83 84 99 34 21  1 29 95  8 17 42 22 19 40 82 16 81 10 53 55  6
Card  51: 48 41 39 70 63 35 14 54 64 86 |  1 89  3 23 59 88 10 31 95 30 44 52 33 37 69 21 68 99 80 16  2 67 20 47 13
Card  52: 47 80 72 53 81 83  3 31 14 92 | 42  8 28 11 47 37 84 13 73 71 43 26 58 51 52 66 64 34 18 54 16 68 31 50 10
Card  53: 58 63 27 43 42 28 97 32 44  1 | 62 93 40 91 31 89 55 38 65 56 96 79 49 75 25 32 48 80 12 77  4 37 45 46 11
Card  54: 11 34 90 95 82 80 50 38 63 22 | 96 13 84 92 55 32 22 71 68 62 36  9 87 15 49 72 56 93 61 10 67 24  6 76 69
Card  55: 40 55 73 16 99 57 29 93 63  8 | 27 45 62 64 34 85 65 69 43 28 52 58 82 15 87 56  5 23 39 20 92  4 30  1 77
Card  56: 74 43 20  8 72 35 64 75 28 62 | 99 34 93 94 17  3 58 22 68 39 95 69 83 70 32 98 16 60 29 84 51 86 48 97 77
Card  57: 32 21 19 66 10  9 88 95 63 83 | 14  5 17 87  1 63 21 95 32 19  9 18 67 36 70 82 41 96 10 66 83 81 43 88 74
