216518090678054, 311610807965630, 244665409335040 @ -24, -43, 118
119252599207972, 265844340901442, 404506989029618 @ 93, 9, -69
366376232895280, 243548034524148, 222429607201000 @ 18, 38, 19
366517276321338, 250547136436792, 243938758923718 @ 139, -10, -205
166200350180001, 323659703510393, 230835970819638 @ -11, -43, 141
247426713212921, 279271926549850, 481885509191322 @ 11, -20, -271
370063858634024, 248989120363758, 282814346038834 @ -67, 17, -161
240705836953025, 267382166368213, 237494972923844 @ 143, -17, 75
193878831701102, 269889550979367, 414320811019698 @ -36, 9, -39
307846273847919, 179334012250086, 22477557032057 @ 139, 260, 762
280342553482089, 252447176665186, 220895081604913 @ 127, 12, 96
230065390795095, 174193116905743, 122461289713603 @ 127, 175, 316
189058729874520, 343015057835776, 191090944102756 @ 62, -102, 179
326597572486782, 276614062863688, 202398232558750 @ 139, -100, 128
346085716828686, 230951019114664, 192109742796910 @ -43, 72, 174
335407270798888, 309023119410092, 132600277220543 @ 26, -178, 368
389565665329782, 226658566036672, 260680569029470 @ 11, 179, -401
301157491374423, 200942179566502, 304272180592003 @ 59, 148, -120
415642556113034, 212684644279544, 192257703841998 @ -153, 518, 141
336774243360501, 330987970361578, 260818811778841 @ 79, -308, -100
192997683358362, 374906313296952, 187266487875326 @ 127, -186, 185
300207637866620, 289042691694092, 398766085721794 @ -123, -16, -53
163887403945986, 321335613082596, 257343607849442 @ 19, -49, 108
295933245866170, 169788553290998, 161606604148218 @ 192, 300, 281
262506287939978, 296478155534137, 439667442995373 @ -48, -35, -150
152849225341118, 475871290552772, 32867084808278 @ 36, -220, 353
175797821870838, 79107416504377, 365861305373773 @ 100, 275, -76
229194112858570, 72551933157540, 388501837443490 @ 26, 288, -113
303817326338988, 283424168258392, 196965071699743 @ -114, -14, 172
322158230584272, 272909959639933, 195616164291301 @ 194, -95, 154
414984492572013, 253209385601452, 242920727223883 @ -125, -122, -758
202181660086473, 259371260393057, 95607499890953 @ 19, 15, 300
74713124894766, 257355093893424, 390600547815382 @ 88, 21, -20
335935401975595, 158377056418746, 383460764488320 @ -141, 152, -85
325050842130057, 132893926917746, 73637128106138 @ 127, 476, 641
213162424779664, 317297144286642, 423629991191904 @ 99, -91, -220
304059628835460, 253708441924396, 261471168043876 @ 19, 12, 12
331152301847458, 282216553290232, 381458533161774 @ 30, -86, -427
256546506266712, 335844863007286, 229610240635528 @ -73, -69, 136
349152058420653, 287736204071269, 264566689860451 @ -55, -87, -28
238415953102322, 329892402568853, 236637215602668 @ -64, -57, 131
266535510890318, 458032031573470, 247205343714276 @ -100, -185, 122
412683972949042, 488394157912694, 341731925412380 @ -234, -603, -216
391002624772212, 257809741507633, 158167286684290 @ 114, -125, 553
201411683578388, 254970303353942, 365157026329368 @ 11, 21, -34
279714041509242, 110142327639286, 259943365034364 @ -14, 265, 60
350334739026900, 257483212779922, 214936635242794 @ 43, -21, 75
364691209742632, 474844221714138, 414817957846152 @ -129, -487, -328
319136307860718, 343790859339112, 117374435540398 @ 121, -332, 447
311472837396162, 39606878697316, 277230010228390 @ 37, 581, -53
238988057909935, 248298780502347, 390637654110823 @ -27, 29, -74
358088500084494, 390953901504144, 464003722846030 @ -164, -184, -227
388632159852040, 162520977927783, 168593699222222 @ 102, 905, 405
118906095245334, 236619090168904, 405352510617346 @ 54, 42, -42
480629301184314, 388859092627756, 392126195062558 @ -323, -123, -39
98077024383045, 383184511074507, 33579561754037 @ 79, -111, 344
316204950650727, 220958040533218, 263548628763631 @ 113, 116, -78
404913220583664, 252804512442193, 209326171369960 @ -6, -87, -101
219129124496361, 499407147575740, 151207984125682 @ -27, -258, 225
198712366290088, 287196870841812, 351260789209748 @ -30, -10, 15
407385152985483, 392513463303286, 340292919269881 @ -205, -500, -362
303676378689408, 272153976280642, 316391338671778 @ -46, -16, -47
168691328931603, 176636767260756, 3865240443576 @ 295, 182, 587
238566423316995, 318257668659037, 326691039906496 @ 151, -131, -125
169178620503330, 346839286020969, 479874345899775 @ 64, -97, -190
361471070116476, 286617658972730, 251995774540344 @ -53, -109, -30
290204900005147, 250334742692541, 355740304730206 @ 161, 15, -347
223224862120502, 372034953065662, 437698856277814 @ 68, -176, -227
172969492639374, 166176543153576, 240710017767022 @ 136, 158, 100
369951038058594, 435001943783104, 317525711786254 @ -82, -610, -251
365384371985160, 267551687299816, 298603744955912 @ -23, -62, -270
327880428341106, 247893630283882, 345930340559776 @ -126, 29, -40
67735684592763, 375465197975671, 298200488296228 @ 165, -123, 51
381558777091179, 263681143155575, 183824291877927 @ -41, -69, 212
356076483006753, 80497556841352, 333359058351001 @ -65, 514, -240
333088957744362, 264482525902072, 262760475118822 @ 7, -26, -37
361724160956156, 240583816590794, 206352799517052 @ -147, 41, 150
123052626062807, 313644405937635, 300889254127480 @ 47, -37, 67
239924192759660, 60750205593151, 446867923351388 @ -54, 241, -109
213127569544554, 19996247546698, 188791852623346 @ 234, 563, 183
279627877502580, 286317117319771, 293652295650142 @ -18, -37, 5
292720123824260, 262214576927934, 423627392210358 @ -49, 5, -199
328810652171982, 257354928251968, 266672737266166 @ 36, -7, -62
169983062676942, 318327655194028, 335086735415818 @ 44, -55, 6
183706950805788, 258458893055212, 245261661884908 @ 45, 16, 110
345890261014533, 380446988239642, 487947924961858 @ -119, -216, -367
342575658228951, 191481904911127, 261148253089324 @ -101, 139, 39
248907724331898, 162987194695372, 146389136112738 @ -23, 145, 240
206594834325798, 292858630267552, 324561003112054 @ -15, -21, 28
363600455031630, 231031705961102, 221827384918880 @ 28, 99, 24
282128668300074, 147799880762290, 261776644939630 @ 114, 291, -11
353828317740263, 417884541191917, 87673047745268 @ 41, -725, 627
286366577067638, 303638612261173, 328643730883570 @ -60, -53, -23
227077068288953, 248173604737100, 352772079906385 @ -55, 30, 10
351092399289606, 251740026717108, 254661785009732 @ -8, 8, -48
235945849068722, 303415434899994, 357287999777214 @ -64, -28, 5
137215020981744, 57915404912204, 266523500755278 @ 37, 228, 101
254914063306860, 237609869899463, 338091305855556 @ -86, 41, 27
378378488123533, 238488106105072, 267411582853108 @ -79, 58, -137
368438639596519, 326805444244973, 251589822257654 @ -141, -147, 45
383691417691483, 293275660460782, 312841010125878 @ -217, -20, 45
231576315889134, 260042365708408, 301571920537414 @ 8, 12, 24
392673348910962, 263057692464436, 208083975437134 @ -26, -112, 37
75992940368893, 228358342467253, 92120499008366 @ 195, 55, 309
374884954798902, 298852685009660, 420478610562242 @ -182, -55, -196
335104656507870, 232012268761776, 282791627881766 @ -104, 56, 15
351967972007483, 236538105005534, 199264157724174 @ -25, 60, 149
400524088648938, 277011809052692, 331317007161968 @ -218, -28, -88
323309762794620, 261585473175418, 192939044381740 @ 11, -13, 172
344207758952292, 213298750144306, 160423675283071 @ 38, 152, 292
275757727868254, 156556824590176, 342601289768966 @ 6, 193, -96
314836796267604, 286022521705352, 293802274191518 @ -53, -46, -19
290968512248096, 214722883918838, 134342233707476 @ 171, 131, 362
261671525044526, 239327241937901, 156583119567320 @ -36, 41, 227
384640529166087, 412432199779426, 226573678872307 @ -189, -280, 112
337024932338894, 78807240908584, 148963624324526 @ 41, 616, 324
136564406012110, 332229873711720, 185675939520622 @ 173, -99, 187
310662517192808, 281337797068334, 252662600669160 @ -45, -37, 60
154565939500940, 275083005244472, 450805602575798 @ 89, -6, -159
45240287868408, 322279447460337, 352055408533413 @ 142, -49, 8
401369607467366, 270531548890149, 189780067262229 @ -108, -153, 180
275713341594900, 264825694485056, 329261389787076 @ -59, 6, -10
254214187059614, 386065971363917, 426900314624997 @ -52, -141, -112
81056698416582, 299452482350272, 246571424606394 @ 112, -26, 119
269808974054150, 374643799128008, 224090763806228 @ -16, -174, 126
331163647301034, 327237873630064, 356182432065874 @ -143, -72, -32
307048730371701, 345575966748504, 313287473043573 @ -59, -142, -34
306545120864418, 241173487778802, 225155777621468 @ 214, 47, 36
241890373698318, 430276332749224, 229018709365822 @ 20, -254, 120
290571352985418, 406964018932122, 218753030225288 @ 112, -424, 99
348010365977358, 320215445469352, 400899976367598 @ -77, -152, -337
129758974450687, 87477205534896, 258591586445211 @ 203, 282, 72
240844569894216, 162525500646022, 322340885859718 @ 151, 219, -119
342606595508148, 221705373360442, 240985264789138 @ 5, 109, 11
312683503773456, 324329392269688, 310153069628571 @ -62, -110, -36
287993811549620, 93433848653505, 243564249505029 @ 162, 507, 12
333509008176668, 236980909493200, 270784267346230 @ 30, 58, -83
330300837784818, 276232672310872, 218702618428438 @ -63, -34, 119
376239697115862, 246224517774660, 210442318660390 @ 88, 20, 25
69972868023078, 188134614814352, 335819996551622 @ 85, 89, 38
426145591564398, 367208991352552, 484356007285678 @ -271, -352, -745
74786068239720, 156627922533364, 355918540610392 @ 81, 120, 18
183948943467072, 292305260490076, 187555421268610 @ -31, -12, 183
351238443258034, 263450219742992, 296940330679970 @ -73, -16, -100
217934331433422, 110872580258984, 237953726607150 @ 151, 302, 84
280348405523118, 228369310287592, 403883878689838 @ -82, 54, -87
178331825619838, 327124852585752, 298334375382398 @ -15, -49, 72
254267111181202, 155982702427572, 211966402946062 @ -79, 129, 157
306929340888876, 228578292110479, 318797082603517 @ -62, 61, -40
215094203170797, 476849779673989, 261792829180855 @ -27, -227, 100
107237000091662, 61502787921696, 163809301257726 @ 204, 303, 219
209444795338070, 164086623629142, 165237707277906 @ 72, 159, 219
257384848585776, 439582138724707, 359440002316285 @ -78, -181, -6
220911587477890, 171086682379709, 293361342591929 @ -48, 111, 72
247157887295200, 281735698206938, 310643605454072 @ 17, -25, -10
318692399120582, 347238226873000, 273766403320386 @ -66, -158, 24
406041846408794, 309259507516764, 450002194751308 @ -238, -52, -164
135577374088138, 332166464775152, 401563292297933 @ 80, -70, -70
399074356000014, 246383223842005, 203266674187060 @ -132, 23, 107
158778025307744, 221843435149442, 338233931036188 @ 33, 59, 16
362184273033230, 163233606362280, 204563863009582 @ -102, 246, 142
283190227894195, 272711454974019, 357448321650788 @ -19, -15, -109
353651745104829, 512073697340150, 412540243385824 @ -143, -420, -197
289187781663166, 173804022722424, 292070368893686 @ 54, 200, -60
398252283920688, 368270854705306, 382827612796354 @ -235, -93, -17
284289813231268, 273833246936303, 252200546319174 @ -30, -15, 77
374170289409798, 244798327963396, 226069313832782 @ 70, 31, -67
197091478388246, 256491841420746, 397348871947060 @ 56, 17, -110
292624658799486, 269804989062056, 272741560030302 @ 67, -30, -28
259050603321633, 257664344508757, 255390815882098 @ -51, 17, 97
376881745187313, 247542615827167, 211767217094818 @ 13, 15, 49
349160070812730, 376823268976663, 235084508646919 @ -184, -103, 134
245747066046638, 262689007492392, 509522253443918 @ -67, 14, -168
393519087546363, 237600522273973, 222726735052480 @ -135, 63, 39
336465088900558, 498664293413162, 234653529621808 @ -36, -627, 64
217100312265006, 344988732369391, 184644230660345 @ 28, -107, 188
376176863726918, 263324094001992, 250332714342638 @ -64, -46, -75
204431901393134, 11643815048, 187026773608494 @ 74, 408, 185
307913026487766, 330406367117746, 169529097512564 @ 88, -227, 242
387371828122974, 281675271600280, 243060527973670 @ -122, -112, -28
411773516868342, 213061975314752, 189640099899118 @ -128, 414, 181
